phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.7338809967041016,0.0,2806.0,OPTIMAL,0.0,normal cplex,c 000200 10,c,10,200,2806.0
