phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
3.841671943664551,9.823352220165787e-5,102429.0,OPTIMAL,9.823352220165787e-5,normal cplex,e 000900 15,e,15,900,102429.0
