phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1174.789057970047,0.0,12741.999999999995,OPTIMAL,0.0,normal cplex,d 000200 05,d,5,200,12741.999999999995
