phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.0375111103057861,0.0006655388092793567,2392.000000000009,OPTIMAL,0.0006655388092793567,gap ssit,c 000200 20,c,20,200,2392.000000000009
