phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.5782849788665771,0.0009984280860301296,12687.999999999996,OPTIMAL,0.0009984280860301296,gap ssit,e 000100 05,e,5,100,12687.999999999996
