phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
4.962568998336792,0.0006971034576018864,8439.0,OPTIMAL,0.0006971034576018864,gap ssit,e 000100 20,e,20,100,8439.0
