phase 1 time,phase 1 gap,phase 1 obj,phase 2 time,phase 2 gap,phase 2 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
300.0054841041565,0.0019563868439487803,6351.0,0.008970975875854492,0.0019563868439487803,6351.0,OPTIMAL,0.0019563868439487803,gap ssit,d 000100 10,d,10,100,6351.0
