phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.741969108581543,0.0009217163993572984,6355.0,OPTIMAL,0.0009217163993572984,gap ssit,d 000100 05,d,5,100,6355.0
