phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
0.050508975982666016,0.0,1166.0,OPTIMAL,0.0,gap ssit,b 000100 20,b,20,100,1166.0
