phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
4.878629207611084,0.0008283973678829339,22396.0,OPTIMAL,0.0008283973678829339,gap ssit,e 000200 20,e,20,200,22396.0
