phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
1.214217185974121,0.0006568562782456498,102486.0,OPTIMAL,0.0006568562782456498,gap ssit,e 000900 15,e,15,900,102486.0
