phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
3600.1253349781036,0.00030658232246328677,97853.0,TIME_LIMIT,0.00030658232246328677,1. normal cplex,29,d 001600 20,d,20,1600,97853.0
