phase 1 time,phase 1 gap,phase 1 obj,termination,lowest_gap,method,problem_id,problem_name,problem_dataset,problem_num_agents,problem_num_jobs,objective
3600.1696450710297,0.0011352608353302485,54613.0,TIME_LIMIT,0.0011352608353302485,1. normal cplex,35,d 000900 60,d,60,900,54613.0
